Time:1Hz,Epoch,F3,F4,C3,Cz,C4,P3,P4,O1,O2,Event Id,Event Date,Event Duration
6.2500000000,100,2.1055876816,6.4480674331,0.5969053825,1.3406805826,1.8627434207,2.3274468908,0.5602118128,4.8781257073,4.7421911363,,,
6.3125000000,101,2.0826990072,6.2142841727,0.5799612997,1.2813260009,1.7115537423,2.1889488878,0.5914946283,4.6846129024,4.6460300248,,,
6.3750000000,102,1.9122513753,5.7936856886,0.6463362518,1.2376221707,1.5869507233,2.0477083875,0.5524407680,4.3785004998,4.5725916449,,,
6.4375000000,103,1.6445566038,5.1908954308,0.7122481944,1.2729963612,1.5083669038,1.8947415721,0.4668510457,4.0105142030,4.5504909136,,,
6.5000000000,104,1.3385202452,4.4339717642,0.7181801820,1.2539221090,1.4403149034,1.7278218186,0.4326085457,3.4921999824,4.3870960310,,,
6.5625000000,105,1.1481785921,3.6780513725,0.6839651145,1.2556225522,1.3297752559,1.5675615433,0.4329396426,3.0653019210,4.2448953948,,,
6.6250000000,106,1.1621779879,2.9402189253,0.7073376721,1.2415181701,1.1195133567,1.4230806746,0.4338982936,2.7437541148,4.0559000614,,,
6.6875000000,107,1.3178427704,2.2233850693,0.8086473682,1.1306831984,0.7762813392,1.3064849851,0.4424068403,2.1991610996,3.6004386698,,,
6.7500000000,108,2.3362039348,2.4088509546,0.8531535297,0.9485791762,0.4635039455,1.3108106332,0.5579217858,1.9739340987,3.2263936944,,,
6.8125000000,109,4.1564288979,3.5532795923,0.8548415426,0.8711104896,0.3322624410,1.4549858959,0.7911270383,2.5115758323,3.5191996097,,,
6.8750000000,110,5.2806387766,4.3699667097,0.8358232940,0.8550529790,0.2912058217,1.5147008744,0.9609848113,2.9776627523,3.8036434042,,,
6.9375000000,111,5.4989552988,4.6043659013,0.8330175180,0.8350259756,0.2726338281,1.5059096149,1.0340524647,3.1085350729,3.8023745564,,,
7.0000000000,112,5.4234719872,4.8264859544,0.8296643887,0.7944814601,0.2727553783,1.5921034061,1.1358539427,3.1094794701,3.5726005105,,,
7.0625000000,113,5.9777027813,5.4688303166,0.8933897534,0.8100263638,0.3232031551,1.7644694580,1.3898363123,3.7035122111,3.7508859732,,,
7.1250000000,114,6.7317446798,6.1392584801,0.9636901500,0.9140655203,0.4106161200,1.8854888654,1.6462030773,4.4377427507,4.3897037047,,,
7.1875000000,115,7.2243096675,6.4226269307,0.9720469401,0.9650960142,0.4670831186,1.9966615120,1.8376736662,4.6783765593,4.7313067369,,,
7.2500000000,116,7.3787838880,6.2144512028,0.9594647286,0.9879894253,0.4581718872,2.0172130769,1.8844027627,4.7156269376,4.8389678518,,,
7.3125000000,117,7.4243922395,6.0149194938,0.9434997693,1.0300189565,0.4534662230,2.0064433124,1.8531528675,4.8078393674,4.8562480256,,,
7.3750000000,118,7.7509278104,6.2422215144,0.8479162937,1.0238586233,0.4420596825,2.0433110286,1.8201195855,4.8722023364,4.6068606696,,,
7.4375000000,119,8.7417181042,7.2528198679,0.7894224726,0.9252432932,0.4380908421,2.2338395288,1.8445868037,4.9476983725,4.2632715980,,,
7.5000000000,120,10.5053380395,9.0188096085,0.7752865629,0.9249741495,0.4602996280,2.5654589964,1.9555533520,5.2079731019,4.2502705428,,,
7.5625000000,121,11.9962717355,10.4740823718,0.7641885548,0.9947038687,0.5012909874,2.7675776059,2.1454842190,5.3968882845,4.3999930665,,,
7.6250000000,122,12.3855115841,10.8399179477,0.7142776150,1.0257191881,0.5293354220,2.7849442205,2.2488394300,5.4390410578,4.4783494272,,,
7.6875000000,123,12.1296701845,10.7435396611,0.7034326011,0.9754150563,0.5537532655,2.7723071384,2.2282376667,5.3965525089,4.3987001988,,,
7.7500000000,124,11.0780494985,10.3182087051,0.9007493297,0.9599488590,0.5866536871,2.8048419395,2.1236782644,4.9778475762,4.2656127191,,,
7.8125000000,125,9.5150953815,9.5991213607,1.0772291836,1.0188443925,0.6149199548,2.7790735714,1.9338666553,4.1436820284,3.8355591329,,,
7.8750000000,126,8.6827831992,9.0365207187,1.1807796857,1.0367901782,0.6835577896,2.7391500298,1.8920834579,3.5376559933,3.5817081642,,,
7.9375000000,127,8.4286082280,8.9270603768,1.2326959552,1.0428714418,0.7929827308,2.8032051573,1.9167058818,3.3967109214,3.5444032377,,,
8.0000000000,128,8.7917041721,9.3077954864,1.2316702828,1.0566491754,0.8385326346,2.7872110795,1.9555482230,3.7826089666,3.8567469573,,,
8.0625000000,129,9.7498846555,9.9744452714,1.1640971240,0.9701836343,0.8349345087,2.6673530266,1.9768785494,3.9693489751,4.1599912621,,,
8.1250000000,130,11.1606827797,10.8723346081,1.0892139373,0.8242796247,0.7761685092,2.6158037359,1.9594042724,4.1234428045,4.1778760626,,,
8.1875000000,131,12.8019867122,11.9699771297,1.0776130430,0.7515158309,0.7108521731,2.6378184100,1.9637333992,4.5303807715,4.3345673519,,,
8.2500000000,132,13.8154110083,12.9558386986,1.0745728536,0.7091914810,0.6574836170,2.6877221484,2.0169440088,4.8786929132,4.5465742142,,,
8.3125000000,133,14.1931831525,13.6203629459,1.0484830687,0.6681275496,0.6691649782,2.7147865591,2.0733481502,5.1390400434,4.7715040247,,,
8.3750000000,134,14.1690507642,13.5703951369,1.0162338774,0.6577034254,0.7635223027,2.6295347035,2.1150333799,5.2059244905,4.8658309375,,,
8.4375000000,135,13.4941220624,12.5758684045,0.9868900262,0.6646435270,0.8757853009,2.4046380645,2.0875967459,5.0498297188,4.7539590467,,,
8.5000000000,136,12.1955569325,10.8199080400,0.9665111753,0.6504095482,0.9990391003,2.0531172643,1.9777789299,4.7435790687,4.4994129955,,,
8.5625000000,137,11.7596729147,9.7356992578,0.9640157251,0.6224568120,1.0594093499,1.8630282435,1.8608429544,4.7035880597,4.2925056128,,,
8.6250000000,138,12.7914278058,10.5213234072,0.9956392107,0.6310855144,1.0587809556,2.0525028272,1.8736958905,5.2090445508,4.3542280769,,,
8.6875000000,139,14.2911971163,12.0242028582,0.9550515983,0.6855506077,1.0370823930,2.3171845005,2.0042253459,5.9187366288,4.6165823665,,,
8.7500000000,140,15.3597463715,13.1203018884,0.7453035751,0.7571557017,1.0126878531,2.4613831215,2.0244940033,6.5747544144,4.6550168848,,,
8.8125000000,141,15.8087032933,13.1304158169,0.5506559407,0.9125781184,1.0095395162,2.4486459414,1.9531597603,6.7982017942,4.4757275075,,,
8.8750000000,142,16.5431108027,13.1856569587,0.4462768218,1.3527042693,0.9558796318,2.3866399002,1.8602016308,6.8307223015,4.4124108280,,,
8.9375000000,143,17.5532724570,13.4889064160,0.4063371623,1.8311922295,0.8653761835,2.3013325070,1.8658542370,6.7893799877,4.6424730737,,,
9.0000000000,144,17.5519114636,13.1303339738,0.3951337825,2.0524535687,0.8218151400,2.2538173494,1.7620535431,6.3376507230,4.4393340507,,,
9.0625000000,145,16.0650064077,11.8986980004,0.3590984264,2.1261284983,0.7791347910,2.2310773528,1.4636424512,5.5529292013,3.6416828894,,,
9.1250000000,146,13.9751337098,10.4426184524,0.3408484843,2.1493003334,0.7698678847,2.1983121272,1.1999807376,4.7468446325,2.8860486636,,,
9.1875000000,147,11.8736475484,9.0200304311,0.3350895457,2.1442565415,0.7879550823,2.0910281054,1.0055514175,4.0232445755,2.3349502923,,,
9.2500000000,148,11.0588605266,8.1465028939,0.3387050184,2.1358572329,0.8156248365,1.9762083486,1.0036289332,3.5476987855,1.9959609614,,,
9.3125000000,149,11.5971216580,8.2856925602,0.3525096239,2.1610479440,0.8432485383,1.9849394460,1.1744942184,3.3351685128,1.8535658013,,,
9.3750000000,150,12.4497665535,9.0242689229,0.3721826165,2.1690908078,0.8120061324,2.0736925243,1.3887500542,3.3506948688,1.9340083728,,,
9.4375000000,151,13.0076248692,9.7723293896,0.3790726655,2.1282668721,0.7248305932,2.1708335810,1.5522663492,3.5465768675,2.1717591815,,,
9.5000000000,152,12.8983277168,10.1125059464,0.4059216985,2.0432264283,0.6262035969,2.2011941532,1.6204480457,3.7308681803,2.3961130935,,,
9.5625000000,153,11.9063361522,9.8656761235,0.4378322275,1.9747758469,0.5894204731,2.1566395300,1.6337647705,3.6293888734,2.5377413175,,,
9.6250000000,154,10.5072017695,8.8037346494,0.4257638761,1.9646877966,0.6160059548,1.9467641196,1.6502493884,3.0973762719,2.5266542426,,,
9.6875000000,155,9.0785310494,7.3275908426,0.4086498502,1.9621498549,0.6177100714,1.6155546208,1.5928707829,2.3690750393,2.3241617540,,,
9.7500000000,156,7.9577230452,6.0382070435,0.4229931891,1.9092988135,0.6098679152,1.2467066512,1.5690564288,1.6871452323,2.1704656264,,,
9.8125000000,157,7.2178154528,5.6278743332,0.4601873225,1.7318421249,0.6026674035,1.0086469120,1.5733567627,1.4317595202,2.1647941301,,,
9.8750000000,158,6.1505437042,5.3870925490,0.4964405012,1.3113165162,0.6200832833,0.9609162625,1.5266516410,1.4177714530,2.0584813112,,,
9.9375000000,159,5.0574735755,4.9716545916,0.4920462194,0.8657316533,0.6239790415,0.9590853654,1.4375824396,1.4056352604,1.8231673156,,,
10.0000000000,160,4.6709443505,4.6839724996,0.4988822747,0.6142021289,0.6026630967,0.9225866894,1.3866659379,1.4854322991,1.7345175910,,,
10.0625000000,161,4.6705544477,4.5474676863,0.5615545938,0.5215468680,0.5809496382,0.8782479122,1.4080221055,1.8286927588,1.7715116795,,,
10.1250000000,162,4.7287933336,4.5328982472,0.6127929279,0.4955768406,0.5623540281,0.9824340019,1.6275925174,2.0834419306,1.7574883100,,,
10.1875000000,163,5.0215938643,4.7931911835,0.6645937093,0.4893925327,0.5659601044,1.2909622168,2.1371348290,2.2115459499,1.9064469447,,,
10.2500000000,164,5.6214327373,5.2048311357,0.9141415021,0.5352336627,0.6267719795,1.5243122368,3.8338534051,2.2849022161,2.9963368942,,,
10.3125000000,165,6.3054946935,5.2707321557,1.3469224005,0.6179555663,0.7070811870,1.5758669228,6.5597965401,2.2430832946,4.8248990621,,,
10.3750000000,166,6.3002442410,4.8921444150,1.7775819919,0.7783386060,0.8411197123,1.5577945366,9.0418852786,2.1916983328,6.5244676279,,,
10.4375000000,167,6.2618672160,4.9782947899,2.1465972672,0.9427361775,1.0778065090,1.6564597404,11.7400466762,2.1499434974,8.2402605613,,,
10.5000000000,168,6.4858010031,5.4260579450,2.4943943962,1.0824555340,1.4319850079,2.0731388532,14.5496320790,2.2490586471,9.9491942487,,,
10.5625000000,169,6.7750340894,5.6425588909,2.8348019290,1.2317664843,1.7300479445,2.6878978099,16.7423733564,2.4963031516,11.7114611382,,,
10.6250000000,170,6.8775707891,5.5816398952,3.0260654462,1.3619648278,2.0590563778,3.0764469717,17.9362846777,2.7507146330,12.7020073238,,,
10.6875000000,171,7.2478479983,5.4165475078,3.5905877040,1.6196948544,2.8720310612,3.6310049617,19.7465791955,3.1313606360,13.7912166242,,,
10.7500000000,172,7.7677499004,5.3211877332,4.2853014526,1.8726860655,3.5792617831,4.1826031499,21.3805287980,3.4507266955,14.9126126253,,,
10.8125000000,173,8.4412034814,5.4179065386,4.9497170293,2.0366263661,3.9803581858,4.4606447461,22.8868924947,3.6036959698,16.0054268488,,,
10.8750000000,174,9.0304026707,5.6144895241,5.3691647311,2.1255567696,4.1822811380,4.6073929391,24.0222193840,3.6605463321,16.9489787200,,,
10.9375000000,175,9.2554230852,5.7707665082,5.4222289789,2.1183550241,4.2634987877,4.6324185257,24.2886056174,3.7185408999,17.1077621628,,,
11.0000000000,176,9.2149843790,5.8677467956,5.4318767022,2.1338693656,4.3326552916,4.6648522113,24.3377782948,3.7357987044,17.0552611606,,,
11.0625000000,177,9.1149982885,5.9064408749,5.5180224010,2.1907388614,4.4251637351,4.7226550961,24.5405417974,3.4234346967,17.1131247021,,,
11.1250000000,178,8.9990262933,5.8096416966,5.6450247595,2.2608892724,4.5038710543,4.5690051628,24.5822077173,3.0724453231,17.3244638796,,,
11.1875000000,179,8.7500874807,5.5428133363,5.6672488405,2.3224596470,4.5095137580,4.2135566840,24.1904580639,2.9247978267,17.3153579602,,,
11.2500000000,180,7.8937485118,4.9774132415,5.4379662800,2.4214312404,4.4589797229,3.9702036320,22.4512519354,2.9702039545,16.4069328150,,,
11.3125000000,181,6.3343594258,4.1482600196,4.9889753895,2.4845767965,4.3808436568,3.8720930142,19.4992331536,3.1241578241,14.5740893132,,,
11.3750000000,182,5.1958332534,3.5005778760,4.5527541079,2.3545946503,4.2575864169,3.7946177607,16.7873817676,3.0653180533,12.6692581140,,,
11.4375000000,183,4.3594191802,2.6833073913,4.1980320831,2.1918792797,4.0494764393,3.5959975032,13.9580394779,2.8815241828,10.7549902354,,,
11.5000000000,184,3.8762623082,2.0060151745,3.8418784578,2.0644345601,3.6540699027,3.1704769089,11.1184066709,2.6092395000,8.9642122613,,,
11.5625000000,185,3.7460941289,1.8602649034,3.4864563529,2.0082894631,3.2992273172,2.6597787627,8.8856620017,2.4467953560,7.2946497348,,,
11.6250000000,186,3.7939303704,1.9367347931,3.2665907435,1.9793767479,2.9479153860,2.3598633021,7.5735505301,2.3793335310,6.3652143118,,,
11.6875000000,187,3.5012724934,2.0465128919,2.6501269466,1.8202106419,2.2008022697,1.8752926819,5.6895004913,2.1869748537,5.3224547233,,,
11.7500000000,188,3.0687985747,2.1616890863,1.9002762159,1.7214121232,1.5793400506,1.4043575934,4.0570358363,2.1492661035,4.4457024563,,,
11.8125000000,189,2.4812141491,2.0485949744,1.2024080645,1.6263095450,1.2119790113,1.1821611808,2.5561453505,2.2047652604,3.6155990989,,,
11.8750000000,190,1.9776384054,1.8574484585,0.7750532947,1.5420486398,0.9962155738,1.0703205421,1.4290746512,2.2269277996,2.9084643718,,,
11.9375000000,191,2.1454529430,1.8466442130,0.7518011562,1.5668508004,0.9021474240,1.0666425986,1.3099153440,2.2561237120,3.1608314660,,,
12.0000000000,192,3.1334172502,2.1297926906,0.8364503247,1.6062974512,0.8657800691,1.0712003491,1.9314541331,2.2243640175,4.0377977313,,,
12.0625000000,193,4.3048512342,2.6315819116,0.8414427078,1.6667905961,0.8225538780,1.1038064131,2.7646858558,2.4131927263,5.0384124417,,,
12.1250000000,194,6.0794162250,3.6023346400,0.9566711817,1.9052483424,0.7510753017,1.2472845285,4.4574207739,2.7275365035,6.7998922692,,,
12.1875000000,195,7.4879607642,4.5686231186,1.1660980309,2.1875918341,0.7197089060,1.3526387666,6.3556449533,2.8557489391,9.2513133066,,,
12.2500000000,196,7.9639300571,5.0193844699,1.2510971985,2.2423200851,0.7260494880,1.4107820153,7.1798374142,2.7259124567,10.4328944364,,,
12.3125000000,197,8.0279401451,5.1513907331,1.2777874131,2.1638927731,0.7504521280,1.4459325309,7.4412415931,2.4727550196,10.7962694296,,,
12.3750000000,198,8.0176735739,5.1897187813,1.2558101706,2.1219219615,0.8154875580,1.4838966840,7.4489905658,2.4078987719,10.8539897308,,,
12.4375000000,199,8.0847168403,5.1497250239,1.2344866432,2.1334278413,0.8165767891,1.5058146512,7.4404125814,2.4445538143,10.8094847678,,,
12.5000000000,200,8.0615056880,5.0686408245,1.2259015644,2.1936662615,0.8123540074,1.5309293534,7.4091870077,2.5045106948,10.7746546803,,,
12.5625000000,201,7.8700703568,4.8607811566,1.2268410362,2.1666290544,0.8181404318,1.4691212823,7.3626437539,2.4193341344,10.5927848123,,,
12.6250000000,202,7.6636839530,4.7627026940,1.2208493083,2.0380785420,0.7944088398,1.3606524510,7.3425939058,2.2392830806,10.4344033575,,,
12.6875000000,203,7.5549639595,4.9650269770,1.2259044934,1.9503093080,0.8287665875,1.3717386716,7.4288694690,2.2110057759,10.3946029042,,,
12.7500000000,204,7.8512970370,5.3466565114,1.3011132229,1.9281389777,1.1097957014,1.4108336201,7.9717404637,2.3038326345,10.4886237672,,,
12.8125000000,205,8.4347465174,6.0793439210,1.4498538991,2.2051703871,1.5324645638,1.5366148215,8.7968088176,2.7696639145,11.1524062614,,,
12.8750000000,206,9.5350257675,7.0956880615,1.8276650031,2.8197971553,1.6852268863,1.6014988575,10.2412759509,3.3177786839,12.8457192714,,,
12.9375000000,207,9.9446675642,7.4641176809,2.1012924766,3.1618149968,1.7207861266,1.5792395000,11.1125165976,3.5006300458,13.8764985138,,,
13.0000000000,208,9.1453020168,7.1923117873,2.1055766401,3.2083308734,1.6960496194,1.5554685918,10.7348206081,3.4861394020,13.6226308070,,,
13.0625000000,209,8.0308747738,6.6546430051,2.0204947408,3.1164852285,1.6953928210,1.4846494342,9.7690478337,3.2172917480,12.7310956112,,,
13.1250000000,210,6.2074658740,5.6853923300,1.7572816709,2.8259680866,1.7586884528,1.3110912380,7.8246426595,2.9021067377,10.7775960785,,,
13.1875000000,211,4.7214734823,4.7312769222,1.4903164997,2.4874716586,1.8141460951,1.2092402914,5.8106995040,2.7526467485,8.2045144720,,,
13.2500000000,212,4.1815315096,4.2690594271,1.3950679020,2.2839682205,1.7959629699,1.1484157188,4.9378237157,2.7200400464,6.8934811970,,,
13.3125000000,213,4.0735159027,4.1329107128,1.3858003009,2.1879772088,1.7162980250,1.0714487918,4.7133818482,2.7113957225,6.4746443213,,,
13.3750000000,214,4.0836546225,4.1536331809,1.3931755043,2.1678638716,1.5836989563,1.0091276739,4.7176582225,2.6867645349,6.5208527304,,,
13.4375000000,215,3.9757296700,4.2223831987,1.3970092935,2.1787781762,1.5357327419,0.9842071157,4.6957388246,2.6628544532,6.7454387158,,,
13.5000000000,216,3.8698092366,4.2991850273,1.3900635515,2.1797678270,1.5613591765,0.9438996405,4.6916262659,2.6376526870,7.0053634763,,,
13.5625000000,217,3.8325858959,4.3567665753,1.3898386215,2.1556625586,1.6535815444,0.9678199087,4.7791083162,2.6060776753,7.2484395587,,,
13.6250000000,218,3.8327270497,4.2959592264,1.4699754247,2.1737329250,1.8813027334,1.2405486822,5.0379849749,2.6872151798,7.3058780033,,,
13.6875000000,219,3.7896462062,4.0254879162,1.5410832402,2.1734919846,2.0075280848,1.3913881296,5.1047672092,2.7404150061,7.2231200462,,,
13.7500000000,220,3.3854314940,3.6223453060,1.4782216250,2.0419911644,1.6854812480,1.3398381201,4.5892973963,2.5148783758,6.8780392448,,,
13.8125000000,221,2.8276156045,3.2036671258,1.3135751238,1.6451469144,1.2354843115,1.2098052335,3.8892199587,1.9368195077,6.0822834172,,,
13.8750000000,222,1.9869126916,2.8581148824,0.9100418164,0.9816215100,1.1422961626,1.2009358122,2.6995293108,1.4569306262,4.4425664907,,,
13.9375000000,223,1.8602002822,3.3942173166,0.6066044533,0.6090238166,1.1932626603,1.3568056073,2.0559206976,1.5414253163,3.5709971282,,,
14.0000000000,224,2.2794256747,4.0954112126,0.4999549487,0.5489354593,1.3269480924,1.5349019311,1.9276193230,2.0423375701,3.5820248780,,,
14.0625000000,225,2.5959029381,4.4055979810,0.4501284569,0.5892116200,1.3747706585,1.5927523559,1.8487126754,2.4784374361,3.6896850620,,,
14.1250000000,226,2.8157006490,4.5309758053,0.4627809310,0.6438158340,1.4139331667,1.6495919285,1.8471980863,2.7461179738,3.7906502366,,,
14.1875000000,227,2.9380291381,4.5657737191,0.4733342587,0.6966084104,1.4299134481,1.7321126016,1.8628757821,2.9656242876,3.8066052485,,,
14.2500000000,228,2.9531819109,4.5148353200,0.4692602271,0.7509961937,1.4153921385,1.7825099558,1.8647434707,3.0949299934,3.7187620275,,,
14.3125000000,229,2.9383208849,4.4266768551,0.4511132549,0.8114752000,1.3971287278,1.8000753216,1.8315790320,3.1365964593,3.6267289329,,,
14.3750000000,230,3.0386483090,4.3519282612,0.4575917063,0.8626934847,1.3936029294,1.8265592967,1.8209909460,3.1200045084,3.5106298990,,,
14.4375000000,231,3.5372293470,4.3193810777,0.5149813196,0.8439920684,1.4781389137,1.9162058664,2.0502127191,3.0736982233,3.4216858111,,,
14.5000000000,232,4.2204580127,4.3133770620,0.8046636612,0.8077962935,1.6815210439,2.2014164519,2.8792623189,3.0255879792,3.6308516154,,,
14.5625000000,233,4.9179241594,4.4850694515,1.1578466206,0.8118462377,1.7990557580,2.5911585992,3.9324077026,3.0191641124,4.0783276227,,,
14.6250000000,234,6.0345362655,5.0185279786,1.5749005233,0.9929429877,1.7534012866,2.5695466410,6.0077015591,2.9190327150,5.6957764434,,,
14.6875000000,235,7.3344331777,5.8363975237,2.1767634246,1.4241467526,1.6257485086,2.4789800503,9.0041961271,2.7113398972,8.9995571406,,,
14.7500000000,236,8.3715034022,6.6118574197,2.6482890273,1.9685900638,1.5868404824,2.3861944915,11.4416448600,2.7855871824,12.2068591439,,,
14.8125000000,237,9.5777579004,7.4087945994,3.1094129317,2.5447696974,1.5727348896,2.3065315897,14.5175960923,3.0482118864,15.4592408450,,,
14.8750000000,238,10.4256849416,7.7505152218,3.4670098848,3.0256863102,1.5026888757,2.2324669225,16.8551007094,3.1463096628,17.7452062690,,,
14.9375000000,239,10.3174233662,7.1632498193,3.5647002435,3.1706785651,1.4078764029,2.1406964230,17.6949917573,2.8756796876,17.8307350819,,,
15.0000000000,240,10.4370827202,7.0997348800,3.6245288995,3.2330807216,1.2768037352,2.0803740201,18.8176364808,2.3091856475,17.7737711893,,,
15.0625000000,241,10.6458169215,7.3434719864,3.6761556464,3.3687267953,1.1947146716,2.0085834146,19.7602635097,1.8843825975,18.1225927161,,,
15.1250000000,242,10.8691508322,7.6128978298,3.6983737094,3.4302223698,1.0944079084,1.9169648726,20.5010504949,1.5990431373,18.6862072566,,,
15.1875000000,243,11.0360763318,7.7887358910,3.7112509403,3.4302773061,1.0627945687,1.8487025848,21.1752031465,1.4384768666,19.1780109084,,,
15.2500000000,244,11.0076512756,7.8186196307,3.7188011804,3.3877633437,1.1825929734,1.9248470859,21.3849897075,1.6182836006,19.2652557068,,,
15.3125000000,245,11.0132060144,7.8691505466,3.7418207457,3.3771067016,1.3815102215,2.1058494880,21.4263237910,1.9966503321,19.2687714548,,,
15.3750000000,246,11.0264521910,7.9278733408,3.7604576339,3.3964807484,1.5541644386,2.2562569000,21.5187623620,2.3951856995,19.2819678900,,,
15.4375000000,247,10.7268406800,7.9583779632,3.7113636216,3.4148961889,1.5859603669,2.3135529529,21.4693898931,2.6905059915,19.2052434471,,,
15.5000000000,248,10.1223585855,7.8784540293,3.4344948428,3.3779706370,1.4343266307,2.1186918527,20.8291447990,2.7716950485,18.6891962986,,,
15.5625000000,249,9.4660952970,7.6995858330,3.0820040532,3.3697331567,1.2202895996,1.6705040410,19.8657779933,2.7684298072,18.0933084759,,,
15.6250000000,250,8.3503951618,7.2667773003,2.5859950745,3.2593982490,1.0440926635,1.4026920486,17.5745335482,2.7984898218,16.5203509504,,,
15.6875000000,251,7.0450764410,6.5303210721,1.9155448091,2.9023778289,1.0014604798,1.2455673307,14.4185980660,2.8741783173,13.3066872955,,,
15.7500000000,252,5.9985373056,5.7444929024,1.4300904409,2.3823666445,1.1478212910,1.2720791762,11.9865185513,2.7578471104,10.1199875475,,,
15.8125000000,253,4.6480200364,4.7834687090,0.9653850682,1.8115389717,1.3076970609,1.3635268013,8.8223831808,2.5375331893,6.7639477368,,,
15.8750000000,254,3.4440098357,4.0668318690,0.6060385601,1.3568480892,1.4145405405,1.5335596164,6.2412499255,2.4517991875,4.1967822198,,,
15.9375000000,255,2.8887814525,3.8539039193,0.5000887246,1.2297182860,1.5018778753,1.7425244571,5.0329682077,2.4888908803,3.5069244388,,,
16.0000000000,256,2.1834829663,3.3048335408,0.4734747572,1.1509170822,1.6377991931,2.1029932031,3.7816114942,2.6553953865,2.9767092497,,,
16.0625000000,257,1.6974909423,3.0024050852,0.4678096231,0.9663512906,1.7767339148,2.7612986836,2.8587088968,2.8318429192,2.3626140943,,,
16.1250000000,258,1.3425259936,2.7095997049,0.4321538635,0.8401251110,1.8333690484,3.1649484730,2.1314177496,2.9446495205,1.6981418029,,,
16.1875000000,259,1.1140627205,2.4746926876,0.3947729246,0.7881346600,1.8110448835,3.3253195337,1.4482410009,2.9393734343,1.1601699582,,,
16.2500000000,260,1.1705318749,2.4221313384,0.3947536779,0.7835985927,1.6795743174,3.2774028171,1.2315222252,2.6505468281,1.0590333270,,,
16.3125000000,261,1.2073146578,2.4204650713,0.4212156470,0.7391348277,1.5069829946,3.1163876219,1.2072327278,2.2233720730,1.0582535365,,,
16.3750000000,262,1.0813327630,2.5873286204,0.4387863621,0.6738031267,1.3847295817,2.9584950310,1.1214868668,1.8417097457,1.0696858690,,,
16.4375000000,263,0.8705609231,2.7438694560,0.4669344485,0.6587592719,1.3344002829,2.8552069420,0.9373775360,1.6338944270,1.0347463277,,,
16.5000000000,264,0.8999520825,2.9437835879,0.4696484865,0.7288460704,1.3225955721,2.8869389143,0.7211595112,1.7287380339,1.0815702540,,,
16.5625000000,265,1.2670155481,3.0764226139,0.4621945230,0.7743605597,1.3225805638,2.9923925906,0.5946775037,1.9250070257,1.1678731875,,,
16.6250000000,266,1.7313709302,3.1403474177,0.5847304159,0.7568160758,1.3596068152,3.0601139506,0.6876225593,2.0689554133,1.3178170452,,,
16.6875000000,267,2.1279861964,3.1617175418,0.8004606143,0.6982944449,1.3802668176,3.0656056171,0.8506275096,2.1065033380,1.5301713585,,,
16.7500000000,268,2.3085913302,2.9938571550,1.0759123479,0.7024440655,1.3059944000,3.0021963431,0.9309830028,2.0908352614,1.7409293199,,,
16.8125000000,269,2.3656295514,2.7305436175,1.2390477428,0.8200932921,1.1640430614,2.9142779944,0.9474976639,2.1131972347,1.8261016853,,,
16.8750000000,270,2.3753490095,2.4190632851,1.2495396802,0.9374067276,1.0503061455,2.7872402619,0.9305070835,2.1767183780,1.7960589858,,,
16.9375000000,271,2.4055648013,2.1699499274,1.2533630211,0.9967975426,0.9874476335,2.6546280824,1.0570910689,2.3257944823,1.8150740607,,,
17.0000000000,272,2.4644248335,1.9609151853,1.2684051751,0.9977122325,0.9559261250,2.3202830103,1.3486566246,2.4479650134,1.9610923601,,,
17.0625000000,273,2.5518293285,1.7074883666,1.3415182726,0.9883617863,1.0278434178,1.8081513420,1.8188907854,2.4802629888,2.3579986129,,,
17.1250000000,274,2.7264400197,1.5850077806,1.5123657256,1.0102453227,1.2882940792,1.5570500844,2.3783558243,2.4960713542,2.8023161617,,,
17.1875000000,275,2.9479858609,1.5972041462,1.6441824890,1.0530439586,1.4961450951,1.4019658825,2.6979974710,2.4425547502,2.9967586385,,,
17.2500000000,276,3.0703830664,1.7727582741,1.6719795292,1.1159525181,1.5438614063,1.3571715517,2.8235244651,2.4737722825,3.0995420255,,,
17.3125000000,277,3.0901274701,1.9591385859,1.6327289707,1.1707070043,1.5266301594,1.4036995311,2.8790407633,2.5871349091,3.2557322730,,,
17.3750000000,278,3.0997077955,1.8946067287,1.6111039428,1.1758220661,1.4995655326,1.6002510419,2.9165532460,2.6674022644,3.3780056373,,,
17.4375000000,279,3.1004782034,1.8118929511,1.6459716052,1.1549848803,1.5385068341,1.8277956706,2.9632875271,2.6624210224,3.4399559367,,,
17.5000000000,280,2.9996891964,1.7137535710,1.7266488567,1.1483136512,1.6076312042,1.8911785223,3.0233703242,2.5190350727,3.4027829284,,,
17.5625000000,281,2.6746142980,1.8741294892,1.8151183456,1.1411833288,1.6982997371,1.9684932025,3.0416452299,2.4390569344,3.2144436586,,,
17.6250000000,282,2.4463112815,2.1817366442,1.7655343334,1.1410488729,1.7264064672,2.0466398683,3.0714245565,2.4113906279,3.0407926347,,,
17.6875000000,283,2.4288685956,2.2863590481,1.6075053442,1.1700573772,1.7632796219,2.0572094113,3.2221608005,2.4001815047,2.9260538069,,,
17.7500000000,284,2.8857310459,2.3927978125,1.4443319080,1.2555327710,1.9448024102,2.0778865674,3.7307957212,2.4019128084,2.9930439971,,,
