Time:1Hz,Epoch,F3,F4,C3,Cz,C4,P3,P4,O1,O2,Event Id,Event Date,Event Duration
29.3750000000,470,2.7396906498,5.2864883651,0.4796514867,0.9152657512,1.1093569227,1.0528589489,1.5692222336,4.9797758397,2.5896124007,,,
29.4375000000,471,2.7873428703,5.8007620394,0.5190286014,0.7725090123,1.2053160400,1.0573116162,1.6087191018,5.1627545064,2.8437726765,,,
29.5000000000,472,2.5718251422,6.2974466138,0.5774626927,0.6785139878,1.3959974331,1.0425730986,1.6457632440,5.2724385512,3.1161926200,,,
29.5625000000,473,2.5292642231,6.3447856483,0.5577437775,0.6361851140,1.5711607552,0.9606802105,1.6527506900,5.1347620809,3.2934774400,,,
29.6250000000,474,2.8340399391,5.7826369148,0.5394768476,0.6684495017,1.5689788798,0.7370832860,1.6134357987,4.5703390799,3.3368062563,,,
29.6875000000,475,2.9441549777,5.1471598475,0.6356791975,0.7700242611,1.4126052663,0.4942169770,1.5510491989,3.7896418114,3.2758246422,,,
29.7500000000,476,2.7200386199,4.9389885584,0.8439086263,0.9288666515,1.3181187607,0.4312960399,1.4417024734,3.2383612121,3.0828023827,,,
29.8125000000,477,2.6287659346,5.0777283786,1.0064702393,1.1361054761,1.3340365684,0.4796114767,1.3879995649,2.9924794556,2.8976237851,,,
29.8750000000,478,2.8105827747,5.5534246944,1.0708743852,1.3690480313,1.4372225706,0.6121700836,1.4295083250,3.0375555094,2.8978478700,,,
29.9375000000,479,3.6520116797,6.5705868937,1.1044283480,1.6218706295,1.6399830192,0.9212103568,1.5447488830,3.4516367972,3.1877868772,,,
30.0000000000,480,5.1709456563,7.6837564495,1.0789471195,1.8648178025,1.8467837466,1.4048258852,1.7249737922,3.9465263235,3.5016803926,,,
30.0625000000,481,6.9107570825,8.5044488761,1.0640153595,1.9907576904,1.9807833188,1.7478470863,1.9141776104,4.2520773233,3.7358476923,,,
30.1250000000,482,8.1031384516,8.8571091912,1.1435974065,2.0067501082,2.0445609400,1.8844165134,1.9046955190,4.4879421071,3.8560268500,,,
30.1875000000,483,8.0459849537,8.7477983809,1.2234576763,2.0505323867,2.0546151368,1.8850043791,1.6359478594,4.5128970461,3.8404585125,,,
30.2500000000,484,7.9730990665,8.6488723996,1.3052739861,2.1135265684,2.0396548913,1.9549467558,1.4480786773,4.6347429616,3.8601749398,,,
30.3125000000,485,8.2693231782,8.6366267721,1.3990457792,2.1067983541,2.0137245638,2.0868819980,1.3717847617,4.8272834058,3.8888726294,,,
30.3750000000,486,8.5216006658,8.3683979727,1.4209175712,2.0218530592,1.9640206936,2.1753677671,1.3824987141,4.5466705393,3.6446895451,,,
30.4375000000,487,8.5495862392,7.6809678044,1.4189874786,1.9831448447,1.8762453918,2.1611345249,1.4241944767,4.1973731127,3.3652347195,,,
30.5000000000,488,8.8271827014,6.9455752839,1.3971385938,1.9745527171,1.7335188389,2.1361494776,1.6826376813,4.0506030127,3.2428588019,,,
30.5625000000,489,10.2965603663,7.1663602210,1.4962143381,1.9500799599,1.6942293616,2.1672786156,2.6251571574,4.1230752645,3.9996678381,,,
30.6250000000,490,11.5868770879,8.3035833955,1.6487613712,1.9103273623,1.7975892130,2.3046452378,3.5021802478,4.4081629788,4.8119963705,,,
30.6875000000,491,11.7833183169,9.1461032588,1.7936935446,1.8636613441,2.0703937167,2.5615066116,3.9221360412,4.9956286901,4.9030592039,,,
30.7500000000,492,11.8650379566,10.1335341833,1.6359407629,1.9226678525,2.5266973998,2.9853379194,4.0397574872,7.0087019749,4.9918660609,,,
30.8125000000,493,12.1608756866,11.2069842897,1.4302809304,2.0479952775,2.8857513682,3.4406030657,4.0061042760,9.7722036350,5.3871223011,,,
30.8750000000,494,12.2439127993,11.2401733230,1.4320171617,1.8877906567,2.8964908816,3.6538715118,3.9735094995,10.8908800559,5.3974995277,,,
30.9375000000,495,11.5263729398,10.2065228790,1.5694813436,1.5929714816,2.7116555734,3.5342585715,3.8449408965,10.8430389831,5.0889756399,,,
31.0000000000,496,10.0624867003,9.1071289925,1.6990052702,1.3538906599,2.5051715080,3.1762704078,3.6988867924,10.3461000097,5.2730021462,,,
31.0625000000,497,8.6338381557,8.5534858219,1.8979878740,1.3149005609,2.3738321000,2.9521299776,3.5778148960,10.3580398419,6.4160656173,,,
31.1250000000,498,7.5894298219,8.1687868369,1.9614466345,1.3620257214,2.3303155165,2.9084724917,3.4990198132,10.2918326855,7.1749484611,,,
31.1875000000,499,7.5446920318,7.9874894251,1.9500319431,1.3772367818,2.3682137739,2.9344137417,3.4952182751,10.3618327892,7.6866487663,,,
31.2500000000,500,7.5339983944,7.8984860991,1.8829536512,1.3429980422,2.4525636808,2.8539571112,3.4994018267,10.3215638209,7.7967051247,,,
31.3125000000,501,7.9327956660,8.2572314070,1.7753362780,1.3708735219,2.5881326926,2.7379128634,3.6079173179,10.1092277509,7.7292502429,,,
31.3750000000,502,9.5070665081,9.7836202577,1.7052647516,1.5142523732,2.6829756057,2.8318896939,3.9110513613,10.1338377744,7.7337981509,,,
31.4375000000,503,10.9202307069,11.4844063366,1.6066560411,1.6736489723,2.6899389460,3.0247112969,4.1335650900,10.3342063886,7.7994992481,,,
31.5000000000,504,11.5935943075,12.3541134486,1.5654396580,1.8745873727,2.6408908659,3.1463944425,3.9894720593,10.7086339817,7.8350014138,,,
